,orig_index,Comment,Tile,Trainer,geometry,group,subID
87,87,,CN_21,Sean,"POLYGON ((520231.63690084557 4517012.72746967, 520232.34478064853 4517012.490147493, 520232.25983507215 4517011.75181183, 520231.63690084557 4517011.540858784, 520231.12722738745 4517011.804550092, 520231.12722738745 4517012.463778362, 520231.63690084557 4517012.72746967))",random,2
88,88,,CN_21,Sean,"POLYGON ((520224.67136358446 4517007.400905248, 520225.37924338743 4517007.242690463, 520225.74734088493 4517006.6889387155, 520225.26598261896 4517006.2934017535, 520224.7563091608 4517006.2934017535, 520224.4165268554 4517006.9526300235, 520224.67136358446 4517007.400905248))",random,3
89,89,,CN_21,Sean,"POLYGON ((520222.97245205735 4517009.958710936, 520223.4538103234 4517010.11692572, 520223.99179897364 4517009.853234412, 520224.1050597421 4517009.510435712, 520223.5387558997 4517009.299482665, 520222.7742457125 4517009.299482665, 520222.97245205735 4517009.958710936))",random,4
90,90,,CN_21,Sean,"POLYGON ((520249.3905263038 4517005.0804217355, 520250.3249276437 4517005.238636521, 520250.69302514126 4517004.974945213, 520250.97617706243 4517004.605777381, 520250.72134033334 4517004.131133027, 520250.2399820673 4517003.788334327, 520249.75862380135 4517003.920179981, 520249.33389591955 4517004.23660955, 520249.3905263038 4517005.0804217355))",random,5
91,91,,CN_21,Sean,"POLYGON ((520247.35183247126 4516993.557111573, 520247.9181363136 4516993.425265919, 520247.8615059294 4516992.792406781, 520247.4367780476 4516992.44960808, 520246.813843821 4516992.871514172, 520246.7855286289 4516993.715326359, 520247.35183247126 4516993.557111573))",random,6
92,92,,CN_21,Sean,"POLYGON ((520227.95592587016 4517002.285293871, 520228.83369682584 4517002.364401263, 520229.4566310525 4517001.5996964695, 520229.6831525894 4517000.966837331, 520228.9469575943 4517000.386716452, 520228.154132215 4517000.175763406, 520227.3613068357 4517000.861360807, 520227.16310049087 4517001.573327339, 520227.58782837266 4517002.100709955, 520227.95592587016 4517002.285293871))",random,7
93,93,,29-30_3,Sean,"POLYGON ((527125.082455578 4517629.363052304, 527125.6066601442 4517629.104792306, 527125.3599756424 4517628.387403427, 527125.082455578 4517628.272621206, 527124.6507577001 4517628.7891412, 527125.082455578 4517629.363052304))",random,0
94,94,,29-30_3,Sean,"POLYGON ((527129.0602431679 4517616.737008013, 527129.5227766086 4517616.450052461, 527129.4302699205 4517615.790054691, 527128.8443942289 4517616.077010243, 527128.7518875408 4517616.593530237, 527129.0602431679 4517616.737008013))",random,1
95,95,,29-30_3,Sean,"POLYGON ((527148.4249765511 4517619.09004354, 527149.4425501206 4517619.147434651, 527149.6892346223 4517618.544827991, 527149.6275634969 4517617.999612442, 527149.1958656189 4517617.5404835595, 527148.7024966155 4517617.71265689, 527148.0857853612 4517618.458741326, 527148.4249765511 4517619.09004354))",random,2
96,96,,29-30_3,Sean,"POLYGON ((527139.54433449 4517604.857048156, 527140.3460591205 4517605.172699262, 527140.5927436223 4517604.369223717, 527140.500236934 4517603.852703723, 527139.976032368 4517603.651834836, 527139.4518278019 4517603.967485944, 527139.1743077375 4517604.455310383, 527139.54433449 4517604.857048156))",random,3
97,97,,29-30_3,Sean,"POLYGON ((527123.8490330697 4517605.775305921, 527124.8357710765 4517605.947479253, 527125.205797829 4517605.488350369, 527125.1132911409 4517604.799657044, 527124.5582510121 4517604.484005936, 527123.8798686324 4517604.799657044, 527123.5406774426 4517605.488350369, 527123.8490330697 4517605.775305921))",random,4
98,98,,29-30_20,Sean,"POLYGON ((525814.8033998517 4517051.844240536, 525815.4313947818 4517052.079738635, 525815.7715587023 4517051.713408259, 525815.693059336 4517051.294744972, 525815.1435637721 4517051.13774624, 525814.6725675745 4517051.399410794, 525814.8033998517 4517051.844240536))",random,0
99,99,,29-30_20,Sean,"POLYGON ((525811.558759379 4517050.431251943, 525812.1082549429 4517050.50975131, 525812.3699194972 4517049.724757647, 525811.8465903887 4517049.698591191, 525811.2185954584 4517049.829423469, 525811.558759379 4517050.431251943))",random,1
100,100,,29-30_20,Sean,"POLYGON ((525813.285745437 4517048.887431073, 525813.5997429021 4517048.992096894, 525813.8614074563 4517048.887431073, 525813.8090745455 4517048.599600064, 525813.6520758129 4517048.416434876, 525813.3380783478 4517048.651932974, 525813.285745437 4517048.887431073))",random,2
101,101,,29-30_20,Sean,"POLYGON ((525826.7876364358 4517048.416434872, 525827.0754674454 4517048.416434872, 525827.2586326334 4517047.893105764, 525826.9969680791 4517047.68377412, 525826.682970614 4517047.919272219, 525826.6306377032 4517048.25943614, 525826.7876364358 4517048.416434872))",random,3
102,102,,29-30_20,Sean,"POLYGON ((525828.1221256624 4517052.26290382, 525828.5146224938 4517051.97507281, 525828.6716212264 4517051.4517437015, 525828.1221256624 4517051.242412059, 525827.729628831 4517051.373244336, 525827.729628831 4517051.97507281, 525828.1221256624 4517052.26290382))",random,4
103,0,,22W_10,Sean,"POLYGON ((519951.5552741815 4518803.627854472, 519952.02299159754 4518803.523917268, 519952.2828346065 4518803.056199852, 519952.30881890736 4518802.536513834, 519952.0489758984 4518802.354623728, 519951.3214154735 4518802.4585609315, 519951.0875567655 4518802.796356844, 519951.0875567655 4518803.238089958, 519951.5552741815 4518803.627854472))",group,0
104,1,,22W_10,Sean,"POLYGON ((519945.6308535783 4518796.612093232, 519946.07258669345 4518796.300281621, 519946.07258669345 4518795.598705497, 519945.7088064809 4518795.312878187, 519945.03321465774 4518795.494768293, 519944.8513245515 4518795.858548505, 519945.00723035686 4518796.326265922, 519945.13715186133 4518796.560124629, 519945.6308535783 4518796.612093232))",group,1
105,2,,22W_10,Sean,"POLYGON ((519965.22301645036 4518803.835728876, 519965.7427024682 4518803.393995761, 519965.7427024682 4518802.926278344, 519965.32695365394 4518802.6404510345, 519964.8072676361 4518802.562498132, 519964.33955022006 4518802.874309743, 519964.3915188218 4518803.238089955, 519964.70333043253 4518803.731791672, 519965.22301645036 4518803.835728876))",group,2
106,3,,22W_10,Sean,"POLYGON ((519959.6623760596 4518801.341235991, 519960.10410917475 4518800.9254871765, 519960.13009347563 4518800.353832557, 519959.79229756404 4518800.119973849, 519959.1426900418 4518800.197926751, 519958.98678423645 4518800.483754061, 519959.1167057409 4518801.237298787, 519959.6623760596 4518801.341235991))",group,3
107,4,,22W_10,Sean,"POLYGON ((519960.8230081661 4518791.83639526, 519961.29397361976 4518791.3654298065, 519961.54515519505 4518790.454896595, 519961.199780529 4518790.140919627, 519960.4462358032 4518790.203715021, 519960.0694634402 4518790.5804873835, 519959.91247495566 4518791.114248231, 519960.1322588341 4518791.616611381, 519960.8230081661 4518791.83639526))",group,4
108,5,,22W_10,Sean,"POLYGON ((519950.7928716227 4518788.507077252, 519951.08274879935 4518788.110403221, 519950.94543855777 4518787.7594992705, 519950.62504799414 4518787.667959109, 519950.21311726945 4518787.957836286, 519950.1673471889 4518788.232456769, 519950.3656842045 4518788.537590639, 519950.7928716227 4518788.507077252))",group,5
109,6,,22E_13,Sean,"POLYGON ((520443.55930349586 4518311.376004316, 520443.9490324861 4518311.272076585, 520444.1309060149 4518310.726456, 520444.0009963515 4518310.206817346, 520443.5073396305 4518310.102889615, 520443.0656467749 4518310.284763143, 520442.85779131344 4518310.7524379315, 520443.0656467749 4518311.298058518, 520443.55930349586 4518311.376004316))",group,0
110,7,,22E_13,Sean,"POLYGON ((520448.98952742666 4518310.466636673, 520449.3272925515 4518309.843070288, 520449.3272925515 4518309.479323231, 520448.9115816286 4518309.349413567, 520448.4179249076 4518309.609232894, 520448.3399791095 4518310.102889615, 520448.6257803691 4518310.362708942, 520448.98952742666 4518310.466636673))",group,1
111,8,,22E_13,Sean,"POLYGON ((520444.93634592806 4518302.30830981, 520445.11821945687 4518302.126436281, 520445.274111053 4518301.996526618, 520445.2481291203 4518301.7626892235, 520445.1442013895 4518301.580815695, 520444.83241819736 4518301.580815695, 520444.6245627359 4518301.91858082, 520444.67652660125 4518302.230364012, 520444.93634592806 4518302.30830981))",group,2
112,9,,22E_13,Sean,"POLYGON ((520460.66977442906 4518305.364329389, 520461.0601931885 4518305.003942843, 520461.18032203754 4518304.613524083, 520460.9700965517 4518304.193073112, 520460.60971000453 4518304.04291205, 520460.3694523064 4518304.283169748, 520460.1592268206 4518304.943878418, 520460.18925903284 4518305.274232753, 520460.66977442906 4518305.364329389))",group,3
113,10,,22E_13,Sean,"POLYGON ((520472.5324982734 4518302.210947102, 520472.68265933474 4518301.820528342, 520472.5324982734 4518301.430109583, 520472.20214393846 4518301.340012946, 520471.9919184526 4518301.400077371, 520471.9018218158 4518301.880592767, 520472.1420795139 4518302.271011527, 520472.5324982734 4518302.210947102))",group,4
114,11,,22E_13,Sean,"POLYGON ((520470.88562406827 4518293.381389888, 520471.0743696284 4518293.298813705, 520471.2159287985 4518293.22803412, 520471.29850498104 4518292.956712377, 520471.204132201 4518292.744373622, 520470.9328104583 4518292.75617022, 520470.73226830066 4518292.862339597, 520470.6614887156 4518293.110068145, 520470.88562406827 4518293.381389888))",group,5
115,12,,22E_13,Sean,"POLYGON ((520464.4273861856 4518295.486045655, 520464.5972986985 4518295.406086826, 520464.5972986985 4518295.206189752, 520464.447375893 4518295.016287532, 520464.31744279497 4518295.016287532, 520464.1775148432 4518295.186200044, 520464.1675199895 4518295.33612285, 520464.22748911165 4518295.496040509, 520464.4273861856 4518295.486045655))",group,6
116,13,,22E_13,Sean,"POLYGON ((520461.33897639305 4518296.025767755, 520461.638822004 4518296.005778047, 520461.75876024837 4518295.775896412, 520461.78874480946 4518295.496040509, 520461.6688065651 4518295.306138288, 520461.35896610044 4518295.326127996, 520461.11908961175 4518295.496040509, 520461.0791101969 4518295.865850096, 520461.33897639305 4518296.025767755))",group,7
117,14,,22E_13,Sean,"POLYGON ((520452.4464223872 4518297.896587379, 520452.7657800261 4518297.717747102, 520452.8807487761 4518297.43671238, 520452.8424258594 4518297.130129046, 520452.48474530387 4518296.989611684, 520452.165387665 4518296.976837379, 520451.9737730816 4518297.347292241, 520452.1526133594 4518297.756070018, 520452.4464223872 4518297.896587379))",group,8
118,15,,22E_13,Sean,"POLYGON ((520450.84963419277 4518299.633892935, 520451.05402308167 4518299.391181129, 520451.0412487761 4518299.059049184, 520450.7474397483 4518298.944080435, 520450.5302765539 4518298.944080435, 520450.4025334983 4518299.30176099, 520450.5430508594 4518299.608344324, 520450.84963419277 4518299.633892935))",group,9
119,16,,22E_13,Sean,"POLYGON ((520443.87954527 4518294.138253381, 520444.0755640033 4518294.059845887, 520444.1226084993 4518293.824623408, 520444.05988250463 4518293.730534416, 520443.87170452066 4518293.6913306685, 520443.714889534 4518293.808941909, 520443.74625253136 4518294.059845887, 520443.87954527 4518294.138253381))",group,10
120,17,,22E_13,Sean,"POLYGON ((520452.4098218897 4518290.116075286, 520452.6531727512 4518289.984260236, 520452.70387084736 4518289.629373563, 520452.5416369397 4518289.487418894, 520452.35912379355 4518289.457000036, 520452.12591255124 4518289.568535848, 520452.0954936936 4518289.923422521, 520452.4098218897 4518290.116075286))",group,11
121,18,,22E_13,Sean,"POLYGON ((520462.63479518 4518316.09009171, 520462.9984032747 4518315.916944998, 520463.03303261707 4518315.605280917, 520462.8945152476 4518315.466763548, 520462.5655364953 4518315.34556085, 520462.4270191259 4518315.674539602, 520462.63479518 4518316.09009171))",group,12
122,19,,22E_13,Sean,"POLYGON ((520456.2857391985 4518309.401926775, 520456.44372834766 4518309.365149578, 520456.5601414049 4518309.264012284, 520456.6100327152 4518309.043349096, 520456.49361965794 4518308.850268806, 520456.22753266984 4518308.896240304, 520456.0529130839 4518309.043349096, 520456.0279674288 4518309.264012284, 520456.2857391985 4518309.401926775))",group,13
123,20,,29-30_40,Sean,"POLYGON ((525267.1348809348 4516676.608373311, 525267.5256920669 4516676.592089514, 525267.8350842131 4516676.1198593965, 525267.5419758641 4516675.843034845, 525267.1348809348 4516675.908170033, 525266.8906239774 4516676.087291802, 525266.8580563831 4516676.526954326, 525267.1348809348 4516676.608373311))",group,0
124,21,,29-30_40,Sean,"POLYGON ((525278.1212842143 4516675.549524967, 525278.2832061788 4516675.44157699, 525278.3803593576 4516675.139322656, 525278.2184373931 4516674.945016298, 525278.0133362381 4516674.945016298, 525277.8298246784 4516675.074553871, 525277.808235083 4516675.301244621, 525277.8514142736 4516675.506345776, 525278.1212842143 4516675.549524967))",group,1
125,22,,29-30_40,Sean,"POLYGON ((525269.0038285331 4516663.310115203, 525269.1854882656 4516663.233626896, 525269.3097817667 4516662.975478854, 525269.2524155354 4516662.784258083, 525268.9847064561 4516662.688647698, 525268.7169973766 4516662.679086659, 525268.5831428369 4516662.927673661, 525268.5831428369 4516663.20494378, 525268.7839246464 4516663.310115203, 525269.0038285331 4516663.310115203))",group,2
126,23,,29-30_40,Sean,"POLYGON ((525268.637600862 4516653.565670958, 525268.7980526397 4516653.298251328, 525268.8087494249 4516652.80619921, 525268.3594844473 4516652.78480564, 525268.1669423141 4516653.105709195, 525268.2097294547 4516653.40521918, 525268.402271588 4516653.597761313, 525268.637600862 4516653.565670958))",group,3
127,24,,CN_14,Sean,"POLYGON ((520054.21167915117 4517556.48426097, 520054.50488374836 4517556.223634661, 520054.7166426241 4517555.783827765, 520054.3419923055 4517555.441755735, 520053.95105284255 4517555.34402087, 520053.6252699568 4517555.702382044, 520053.5275350911 4517556.060743218, 520053.72300482256 4517556.402815248, 520054.21167915117 4517556.48426097))",group,0
128,25,,CN_14,Sean,"POLYGON ((520058.72377211886 4517551.320602231, 520059.09842243744 4517551.190289076, 520059.2776030246 4517550.7993496135, 520059.1961573032 4517550.408410151, 520058.90295270603 4517550.09891641, 520058.4957240988 4517550.082627266, 520058.12107378023 4517550.343253573, 520058.12107378023 4517550.766771325, 520058.2025195016 4517551.0273976335, 520058.3817000888 4517551.206578221, 520058.72377211886 4517551.320602231))",group,1
129,26,,CN_14,Sean,"POLYGON ((520066.5641142888 4517557.936280314, 520067.08499293553 4517557.415401667, 520067.1891686649 4517556.686171562, 520066.8071909906 4517556.234743401, 520066.18213661446 4517556.095842429, 520065.5570822383 4517556.408369618, 520065.2792802934 4517556.9986987505, 520065.8348841833 4517557.866829828, 520066.5641142888 4517557.936280314))",group,2
130,27,,CN_14,Sean,"POLYGON ((520076.14828138956 4517549.63694721, 520076.6691600363 4517549.220244293, 520076.5997095501 4517548.456288944, 520076.2524571189 4517548.178486999, 520075.45377652714 4517548.039586027, 520075.0717988529 4517548.352113215, 520074.8981726373 4517548.803541375, 520074.86344739416 4517549.324420022, 520075.419051284 4517549.63694721, 520076.14828138956 4517549.63694721))",group,3
131,28,,CN_14,Sean,"POLYGON ((520066.0915435402 4517553.98254696, 520066.39162379 4517553.8734268695, 520066.5689439377 4517553.450586517, 520066.4734638582 4517553.17778629, 520066.200663631 4517553.055026188, 520065.9142233925 4517553.136866256, 520065.76418326754 4517553.327826415, 520065.7505432562 4517553.764306778, 520066.0915435402 4517553.98254696))",group,4
132,29,,CN_14,Sean,"POLYGON ((520072.95554967516 4517539.916384466, 520073.2867793144 4517539.776919356, 520073.30421245325 4517539.271358327, 520073.0775816475 4517539.009861244, 520072.606886897 4517538.957561826, 520072.3105235356 4517539.410823438, 520072.36282295233 4517539.672320521, 520072.65918631374 4517539.898951327, 520072.95554967516 4517539.916384466))",group,5
133,30,,CN_14,Sean,"POLYGON ((520075.03009320504 4517535.73243113, 520075.5879536501 4517535.453500907, 520075.74485190026 4517535.139704407, 520075.72741876135 4517534.61671024, 520075.3438897054 4517534.45981199, 520074.8034623993 4517534.512111407, 520074.55939845456 4517535.104838129, 520074.6116978713 4517535.523233463, 520075.03009320504 4517535.73243113))",group,6
134,31,,CN_14,Sean,"POLYGON ((520075.8843170115 4517536.081093908, 520076.30271234526 4517535.906762519, 520076.4247443176 4517535.645265435, 520076.3724449009 4517535.366335213, 520076.163247234 4517535.139704407, 520075.7797181781 4517535.226870102, 520075.43105539994 4517535.610399158, 520075.5879536501 4517535.837029963, 520075.8843170115 4517536.081093908))",group,7
135,32,,CN_14,Sean,"POLYGON ((520071.40400031244 4517537.528044437, 520071.5608985626 4517537.127082242, 520071.40400031244 4517536.743553186, 520071.0553375343 4517536.760986325, 520070.70667475613 4517536.970183992, 520070.72410789505 4517537.580343854, 520071.107636951 4517537.650076409, 520071.40400031244 4517537.528044437))",group,8
136,33,,CN_14,Sean,"POLYGON ((520072.7114857304 4517538.922695549, 520072.95554967516 4517538.957561826, 520073.25191303657 4517538.887829271, 520073.3739450089 4517538.643765327, 520073.21704675874 4517538.452000799, 520072.8858171195 4517538.43456766, 520072.6243200359 4517538.556599632, 520072.7114857304 4517538.922695549))",group,9
137,34,,CN_14,Sean,"POLYGON ((520072.29545743973 4517538.004219831, 520072.66739593 4517537.917722507, 520072.73659378866 4517537.658230538, 520072.2868077074 4517537.381439103, 520072.0965135961 4517537.580382946, 520071.99271680805 4517537.883123578, 520072.29545743973 4517538.004219831))",group,10
138,35,,CN_14,Sean,"POLYGON ((520050.76170578395 4517539.560949945, 520051.1014005345 4517539.483746592, 520051.42565461464 4517538.974204467, 520051.22492589836 4517538.634509716, 520050.66906176106 4517538.402899658, 520050.40657036286 4517538.680831728, 520050.1904009761 4517539.051407819, 520050.31392633996 4517539.483746592, 520050.76170578395 4517539.560949945))",group,11
139,36,,CN_14,Sean,"POLYGON ((520061.4899830882 4517563.996940696, 520061.57803913497 4517563.979329486, 520061.6660951818 4517563.932366261, 520061.69544719736 4517563.703420539, 520061.43714946014 4517563.333585143, 520061.2258149479 4517563.450993205, 520061.1025364824 4517563.656457314, 520061.178851723 4517563.9264958585, 520061.4899830882 4517563.996940696))",group,12
140,37,,5W_7,Sean,"POLYGON ((525738.021865445 4523591.376202293, 525738.5430314624 4523591.39248873, 525738.8199009092 4523590.952754904, 525738.8850466614 4523590.31758382, 525738.5267450244 4523590.122146563, 525738.1195840732 4523590.187292315, 525737.6472773699 4523590.3012973815, 525737.5006994274 4523590.692171895, 525737.6635638078 4523591.197051474, 525738.021865445 4523591.376202293))",group,0
141,38,,5W_7,Sean,"POLYGON ((525741.9109082458 4523615.811854571, 525742.2728167615 4523615.947570265, 525742.695043363 4523615.6158207925, 525742.8156795348 4523615.28407132, 525742.5744071911 4523614.8618447175, 525742.1069420251 4523614.5753338095, 525741.790272074 4523614.741208546, 525741.6093178162 4523615.08803754, 525741.4886816443 4523615.661059356, 525741.9109082458 4523615.811854571))",group,1
142,39,,22W_2,Sean,"POLYGON ((519386.6212563875 4518992.239262529, 519387.14641278447 4518991.878217505, 519387.31052415847 4518991.254594284, 519386.9166568608 4518990.959193811, 519386.3258559142 4518990.860726986, 519386.09609999054 4518991.09048291, 519386.0304554409 4518991.911039781, 519386.6212563875 4518992.239262529))",group,0
143,40,,22W_2,Sean,"POLYGON ((519400.01274451 4518997.687760147, 519400.4722563574 4518997.5892933225, 519400.7348345559 4518997.064136926, 519400.40661180776 4518996.407691429, 519399.8814554108 4518996.309224606, 519399.55323266267 4518996.637447353, 519399.55323266267 4518997.293892849, 519400.01274451 4518997.687760147))",group,1
144,41,,22W_2,Sean,"POLYGON ((519396.730517029 4519003.628591888, 519397.12438432674 4519003.201902315, 519397.05873977713 4519002.775212743, 519396.6648724794 4519002.4469899945, 519396.33664973127 4519002.578279094, 519396.1397160824 4519003.0049686665, 519396.27100518165 4519003.464480514, 519396.730517029 4519003.628591888))",group,2
145,42,,22W_2,Sean,"POLYGON ((519393.31700044876 4518983.836760177, 519393.7108677465 4518983.245959231, 519393.448289548 4518982.7864473825, 519392.98877770064 4518982.753625108, 519392.69337722735 4518982.852091933, 519392.5620881281 4518983.245959231, 519392.8574886014 4518983.771115627, 519393.31700044876 4518983.836760177))",group,3
146,43,,22W_2,Sean,"POLYGON ((519406.248976724 4519002.512634545, 519406.7413108461 4519002.315700895, 519406.5443771973 4519001.659255399, 519406.1833321744 4519001.462321751, 519405.7566426018 4519001.593610849, 519405.59253122774 4519001.889011323, 519405.8222871514 4519002.315700895, 519406.248976724 4519002.512634545))",group,4
147,44,,22W_2,Sean,"POLYGON ((519406.21615444915 4518994.011665368, 519406.57719947206 4518993.552153521, 519406.6756662965 4518993.026997124, 519406.28179899877 4518992.764418925, 519405.6581757774 4518992.731596651, 519405.42841985374 4518993.092641674, 519405.49406440335 4518993.519331247, 519405.6909980522 4518993.913198544, 519406.21615444915 4518994.011665368))",group,5
148,45,,22W_2,Sean,"POLYGON ((519410.74562837294 4518986.232786238, 519410.9753842966 4518985.5763407415, 519410.74562837294 4518985.051184345, 519410.220471976 4518984.95271752, 519409.7609601287 4518985.346584818, 519409.69531557907 4518985.773274391, 519409.9250715027 4518986.101497139, 519410.15482742636 4518986.232786238, 519410.74562837294 4518986.232786238))",group,6
149,46,,22W_2,Sean,"POLYGON ((519403.85295066284 4518980.882755443, 519404.27964023536 4518980.58735497, 519404.27964023536 4518979.963731749, 519403.8857729376 4518979.70115355, 519403.36061654065 4518979.7667981, 519403.0980383422 4518980.160665398, 519402.99957151775 4518980.620177246, 519403.36061654065 4518980.78428862, 519403.85295066284 4518980.882755443))",group,7
150,47,,22W_2,Sean,"POLYGON ((519397.45260707487 4518977.994395261, 519397.8792966474 4518977.797461611, 519397.9777634718 4518977.206660665, 519397.7151852733 4518976.681504268, 519397.19002887636 4518976.550215169, 519396.9274506779 4518976.911260191, 519396.86180612823 4518977.3707720395, 519397.05873977713 4518977.764639337, 519397.45260707487 4518977.994395261))",group,8
151,48,,22W_2,Sean,"POLYGON ((519400.5707231818 4518974.252655932, 519400.9317682047 4518973.990077734, 519400.8989459299 4518973.596210436, 519400.4722563574 4518973.235165413, 519399.8814554108 4518973.169520863, 519399.8814554108 4518973.661854985, 519400.04556678486 4518974.187011383, 519400.2096781589 4518974.252655932, 519400.5707231818 4518974.252655932))",group,9
152,49,,22W_2,Sean,"POLYGON ((519385.80069951725 4518981.900245963, 519386.1945668149 4518981.637667765, 519386.0632777157 4518981.178155917, 519385.80069951725 4518980.817110894, 519385.4724767691 4518980.817110894, 519385.144254021 4518981.243800467, 519385.0786094714 4518981.604845489, 519385.3740099447 4518981.900245963, 519385.80069951725 4518981.900245963))",group,10
153,50,,22W_6,Sean,"POLYGON ((519892.10166124714 4519078.915585271, 519892.36740296154 4519078.811599383, 519892.42517289944 4519078.557411657, 519892.33274099877 4519078.314777917, 519892.0207833341 4519078.268561967, 519891.85902750795 4519078.303223929, 519891.67416370666 4519078.453425768, 519891.66260971903 4519078.696059507, 519891.8128115576 4519078.927139259, 519892.10166124714 4519078.915585271))",group,0
154,51,,22E_5,Sean,"POLYGON ((520127.60877533007 4519363.40963307, 520128.10110945225 4519363.212633632, 520128.2652208263 4519362.4903023625, 520127.969820353 4519361.932137291, 520127.47748623084 4519361.866470812, 520127.0507966583 4519362.227636446, 520126.82104073465 4519362.555968842, 520127.18208575755 4519363.179800393, 520127.60877533007 4519363.40963307))",group,0
155,52,,22E_5,Sean,"POLYGON ((520130.98946963553 4519358.714479816, 520131.1535810096 4519358.550313618, 520131.25204783404 4519358.057815025, 520130.8910028111 4519357.9264820665, 520130.5956023378 4519357.860815587, 520130.39866868895 4519358.024981786, 520130.4314909638 4519358.320480941, 520130.66124688747 4519358.615980097, 520130.98946963553 4519358.714479816))",group,1
156,53,,22E_5,Sean,"POLYGON ((520135.78152175783 4519356.481819527, 520136.10974450596 4519356.448986287, 520136.17538905557 4519355.989320934, 520135.9784554067 4519355.6938217785, 520135.6502326586 4519355.6609885385, 520135.42047673493 4519355.825154737, 520135.3548321853 4519356.087820653, 520135.3876544601 4519356.350486569, 520135.78152175783 4519356.481819527))",group,2
157,54,,22E_5,Sean,"POLYGON ((520141.4597753 4519356.547486006, 520141.78799804806 4519356.514652766, 520142.01775397174 4519355.989320934, 520141.7551757733 4519355.56248882, 520141.36130847555 4519355.52965558, 520141.06590800226 4519355.6938217785, 520141.00026345265 4519356.186320371, 520141.4597753 4519356.547486006))",group,3
158,55,,22E_5,Sean,"POLYGON ((520131.6459151317 4519347.978010487, 520132.0069601547 4519347.354178935, 520132.2367160783 4519346.828847103, 520131.97413787985 4519346.4676814675, 520131.2848701088 4519346.205015551, 520130.98946963553 4519346.4020149885, 520130.82535826147 4519346.894513582, 520130.7925359867 4519347.518345133, 520131.12075873476 4519347.879510768, 520131.6459151317 4519347.978010487))",group,4
159,56,,22E_5,Sean,"POLYGON ((520127.3133748568 4519349.389839787, 520127.6415976049 4519349.357006547, 520127.7072421545 4519348.963007673, 520127.6415976049 4519348.601842037, 520127.3133748568 4519348.43767584, 520126.9851521087 4519348.470509079, 520126.88668528426 4519348.798841475, 520126.9195075591 4519349.291340068, 520127.3133748568 4519349.389839787))",group,5
160,57,,22E_5,Sean,"POLYGON ((520146.2811039821 4519358.239553028, 520146.48738444486 4519357.968719475, 520146.3842442135 4519357.775266937, 520146.13928616396 4519357.684989086, 520145.9201131723 4519357.697885922, 520145.8298654699 4519357.891338459, 520145.8556505277 4519358.033203654, 520146.0490384615 4519358.20086252, 520146.2811039821 4519358.239553028))",group,6
161,58,,22E_5,Sean,"POLYGON ((520154.56073195505 4519346.0489515895, 520154.9924649569 4519345.816402313, 520155.0588854187 4519345.151975808, 520154.7932035714 4519344.6536559295, 520154.3946808005 4519344.72009858, 520153.8633171059 4519344.886205206, 520153.73047618225 4519345.2184184585, 520153.8633171059 4519345.716738337, 520154.1289989532 4519345.916066289, 520154.56073195505 4519346.0489515895))",group,7
162,59,,22E_5,Sean,"POLYGON ((520144.79692406714 4519338.906366662, 520145.09581614536 4519338.8067026865, 520145.29507753084 4519338.208718833, 520145.12902637623 4519337.87650558, 520144.6972933744 4519337.743620279, 520144.4316115271 4519337.843284255, 520144.2987706035 4519338.142276182, 520144.46482175804 4519338.673817386, 520144.79692406714 4519338.906366662))",group,8
163,60,,22E_5,Sean,"POLYGON ((520140.1807019705 4519342.261720512, 520140.57922474144 4519341.99594991, 520140.745275896 4519341.29830208, 520140.5128042796 4519340.899646177, 520140.04786104686 4519340.700318226, 520139.41686665954 4519340.733539551, 520139.0183438886 4519341.098974128, 520139.15118481225 4519341.597294007, 520139.5164973523 4519342.162056536, 520140.1807019705 4519342.261720512))",group,9
164,61,,29-30_24,Sean,"POLYGON ((525921.8108864505 4516594.643526572, 525922.1255862579 4516594.461331947, 525922.2084019966 4516593.99756381, 525921.8274495982 4516593.749116594, 525921.3968077565 4516593.798806037, 525921.2477394267 4516594.196321582, 525921.3968077565 4516594.560710833, 525921.8108864505 4516594.643526572))",group,0
165,62,,29-30_24,Sean,"POLYGON ((525924.4609900919 4516600.424065133, 525924.7425636038 4516600.29155995, 525924.8750687859 4516600.159054769, 525924.8585056381 4516599.894044405, 525924.7425636038 4516599.56278145, 525924.3284849098 4516599.463402564, 525924.0800376934 4516599.629034041, 525924.0634745457 4516600.1756179165, 525924.4609900919 4516600.424065133))",group,1
166,63,,CN_4,Sean,"POLYGON ((519385.6866221226 4517833.322925794, 519386.0157266033 4517833.199511614, 519386.2419859337 4517832.808700043, 519386.20084787364 4517832.356181382, 519385.9745885432 4517832.129922052, 519385.50150085223 4517832.212198172, 519385.21353443165 4517832.438457502, 519385.21353443165 4517832.726423923, 519385.35751764197 4517833.117235494, 519385.6866221226 4517833.322925794))",group,0
167,64,,CN_4,Sean,"POLYGON ((519386.3448310839 4517827.213923872, 519386.61222847446 4517826.864250362, 519386.6739355646 4517826.28831752, 519386.48881429416 4517826.04148916, 519385.9951575732 4517825.93864401, 519385.7894672728 4517826.28831752, 519385.6454840625 4517826.7202671515, 519385.85117436294 4517827.028802602, 519386.3448310839 4517827.213923872))",group,1
